,order_time,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
146,20171026,39.95100125,0,0.0,5.0,5.0,27300,1090662.3341249998,0.0,499600.9342224057,591061.399902594,0.845260635028339,0.1950403525997656
147,20171030,39.685619550000006,-27300,-1083417.4137150003,2188.5031757043007,-1081228.910539296,0,0.0,581328.1707922728,0.0,581328.1707922728,0.0,0.20829592414275766
148,20171107,40.333394,18200,734067.7707999999,748.7491262159999,734816.519926216,18200,734067.7707999999,0.0,153313.92888144543,580753.8419185545,0.2639912434758311,0.20907809595732085
149,20171108,40.6516672,8500,345539.1712,352.449954624,345891.621154624,26700,1085399.51424,0.0,499251.5442147339,586147.970025266,0.8517500183327659,0.20173189561413174
150,20171110,40.98959515,0,0.0,5.0,5.0,26700,1094422.190505,0.0,499556.1400739016,594866.0504310984,0.8397792069523452,0.1898588432871785
151,20171113,41.34290875,0,0.0,5.0,5.0,26700,1103855.663625,0.0,499711.0069159238,604144.6567090763,0.8271380063807432,0.1772224172929967
152,20171115,40.62577064999999,-26700,-1084708.0763549998,2191.1103142370994,-1082516.9660407626,0,0.0,582506.0875466987,0.0,582506.0875466987,0.0,0.2066917330122494
153,20171120,41.376455,14900,616509.1795,628.83936309,617138.01886309,14900,616509.1795,0.0,34544.55103439058,581964.6284656094,0.059358506247140334,0.2074291398384559
154,20171121,41.8013357,11100,463994.82627,473.2747227954,464468.10099279543,26000,1086834.7282,0.0,499023.0153924963,587811.7128075038,0.8489504453884812,0.1994660636657497
155,20171122,42.283721,0,0.0,5.0,5.0,26000,1099376.746,0.0,499177.722297114,600199.023702886,0.8316869947862826,0.18259592900253674
156,20171123,41.3357343,-26000,-1074729.0918,2170.9527654360004,-1072558.1390345641,0,0.0,573230.663420761,0.0,573230.663420761,0.0,0.21932382527057126
157,20180115,42.606395000000006,13700,583707.6115000001,595.3817637300001,584302.9932637301,13700,583707.6115000001,0.0,10039.611298695556,573668.0002013046,0.017500734388483544,0.21872822139469728
158,20180119,43.036992600000005,11300,486318.01638000004,496.04437670760007,486814.0607567076,25000,1075924.8150000002,0.0,496865.7250114361,579059.0899885641,0.8580570335598198,0.21138615890343893
159,20180123,43.475140350000004,0,0.0,5.0,5.0,25000,1086878.50875,0.0,497168.8891643582,589709.6195856419,0.8430740701053728,0.19688132649431478
160,20180124,43.90143565,0,0.0,5.0,5.0,25000,1097535.89125,0.0,497323.0398311075,600212.8514188926,0.8285777931202982,0.18257709719690207
161,20180129,43.05131945,-25000,-1076282.98625,2174.091632225,-1074108.894617775,0,0.0,576338.129760171,0.0,576338.129760171,0.0,0.2150918029979414
